external_compound_id,preferred_name,compound_family,target_relevance_tier,activity_relevance_tier,include_in_tier1_fks_set,include_in_tier2_cell_wall_set,include_in_tier3_broad_antifungal_set,use_for_pretraining,use_for_finetuning,use_for_papu_exact_regression,do_not_mix_with_papu_reason,decision_status,curator_note
EXT-FKS-0473,CHEMBL336567,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0474,CHEMBL336946,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0475,CHEMBL337258,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0476,CHEMBL337263,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0477,CHEMBL378206,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0478,CHEMBL379708,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0479,CHEMBL379743,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0480,CHEMBL413746,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0481,CHEMBL414435,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0482,CHEMBL434425,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0483,CHEMBL439921,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0484,CHEMBL441519,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0485,CHEMBL5174121,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0486,CLIOQUINOL,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0487,CURCUMIN,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0488,HASSALLIDIN A,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0489,PRAMICONAZOLE,azole_antifungal,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0490,BENOMYL,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0491,BREFELDIN A,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0492,CERULENIN,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0493,CHEMBL1160279,echinocandin,Tier 1,broad_antifungal,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0494,CHEMBL1160280,echinocandin,Tier 1,broad_antifungal,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0495,CHEMBL1791174,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0496,CHEMBL1982368,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0497,CHEMBL266844,pneumocandin,Tier 1,broad_antifungal,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
